id,srno,application_name,customer_initiated_transactions_volume_mn,customer_initiated_transactions_value_cr,b_2_c_transactions_volume_mn,b_2_c_transactions_value_cr,b_2_b_transactions_volume_mn,b_2_b_transactions_value_cr,onus_transactions_volume_mn,onus_transactions_value_cr,total_volume_mn,total_value_cr,created_at,updated_at,published_at,created_by_id,updated_by_id,product_name,tab_name,year,month,upi_application_name,upi_volume_mn,upi_value_cr,locale
1664,1,Airtel Payments Bank Apps,6.38,506.14,-,-,-,-,-,0.06,6.38,506.20,2025-01-07T04:18:09.913Z,2025-04-29T10:59:08.231Z,,,,UPI,upi-apps,2022,Jun,,,,en
1665,2,Allahabad Bank Apps,0.02,6.79,-,-,-,-,-,-,0.02,6.79,2025-01-07T04:18:09.913Z,2025-04-29T10:59:08.310Z,,,,UPI,upi-apps,2022,Jun,,,,en
1666,3,Amazon Pay,68.40,6541.84,-,-,-,-,-,-,68.40,6541.84,2025-01-07T04:18:09.913Z,2025-04-29T10:59:08.396Z,,,,UPI,upi-apps,2022,Jun,,,,en
1667,4,AU Small Finance Bank Apps,0.38,120.24,-,-,-,-,-,-,0.38,120.24,2025-01-07T04:18:09.913Z,2025-04-29T10:59:08.482Z,,,,UPI,upi-apps,2022,Jun,,,,en
1668,5,Axis Bank Apps,6.96,1217.71,0.11,11.05,45.53,39.61,-,-,52.60,1268.38,2025-01-07T04:18:09.913Z,2025-04-29T10:59:08.564Z,,,,UPI,upi-apps,2022,Jun,,,,en
1669,6,Bajaj Finserv,1.16,85.49,-,-,-,-,-,-,1.16,85.49,2025-01-07T04:18:09.913Z,2025-04-29T10:59:08.643Z,,,,UPI,upi-apps,2022,Jun,,,,en
1670,7,Bajaj Markets,0.01,1.20,-,-,-,-,-,-,0.01,1.20,2025-01-07T04:18:09.913Z,2025-04-29T10:59:08.725Z,,,,UPI,upi-apps,2022,Jun,,,,en
1671,8,Bank of Baroda Apps,0.83,347.72,-,-,-,-,-,-,0.83,347.72,2025-01-07T04:18:09.913Z,2025-04-29T10:59:08.806Z,,,,UPI,upi-apps,2022,Jun,,,,en
1672,9,Bank of India Apps,0.13,41.82,-,-,-,-,-,-,0.13,41.82,2025-01-07T04:18:09.913Z,2025-04-29T10:59:08.886Z,,,,UPI,upi-apps,2022,Jun,,,,en
1673,10,Bank of Maharashtra Apps,0.06,15.77,-,-,-,-,-,-,0.06,15.77,2025-01-07T04:18:09.913Z,2025-04-29T10:59:08.968Z,,,,UPI,upi-apps,2022,Jun,,,,en
1674,11,BHIM,22.60,7527.98,-,-,-,-,-,-,22.60,7527.98,2025-01-07T04:18:09.913Z,2025-04-29T10:59:09.049Z,,,,UPI,upi-apps,2022,Jun,,,,en
1675,12,Canara Bank Apps,0.34,109.78,-,-,-,-,-,-,0.34,109.78,2025-01-07T04:18:09.913Z,2025-04-29T10:59:09.130Z,,,,UPI,upi-apps,2022,Jun,,,,en
1676,13,Central Bank of India Apps,0.15,54.06,-,-,-,-,-,-,0.15,54.06,2025-01-07T04:18:09.913Z,2025-04-29T10:59:09.210Z,,,,UPI,upi-apps,2022,Jun,,,,en
1677,14,Citi Bank Apps,0.13,63.54,-,-,-,-,-,-,0.13,63.54,2025-01-07T04:18:09.913Z,2025-04-29T10:59:09.291Z,,,,UPI,upi-apps,2022,Jun,,,,en
1678,15,City Union Bank Apps,0.03,8.72,-,-,-,-,-,-,0.03,8.72,2025-01-07T04:18:09.913Z,2025-04-29T10:59:09.371Z,,,,UPI,upi-apps,2022,Jun,,,,en
1679,16,Cointab,0.06,23.99,-,-,-,-,-,-,0.06,23.99,2025-01-07T04:18:09.913Z,2025-04-29T10:59:09.450Z,,,,UPI,upi-apps,2022,Jun,,,,en
1680,17,Cred,13.40,17583.25,-,-,-,-,-,-,13.40,17583.25,2025-01-07T04:18:09.913Z,2025-04-29T10:59:09.532Z,,,,UPI,upi-apps,2022,Jun,,,,en
1681,18,DBS Digibank Apps,0.46,171.69,-,-,-,-,-,-,0.46,171.69,2025-01-07T04:18:09.913Z,2025-04-29T10:59:09.614Z,,,,UPI,upi-apps,2022,Jun,,,,en
1682,19,Deutsche Bank Apps,1.51,99.12,-,-,-,-,-,-,1.51,99.12,2025-01-07T04:18:09.913Z,2025-04-29T10:59:09.694Z,,,,UPI,upi-apps,2022,Jun,,,,en
1683,20,Dhanlaxmi Bank Apps,0.01,2.70,-,-,-,-,-,-,0.01,2.70,2025-01-07T04:18:09.913Z,2025-04-29T10:59:09.775Z,,,,UPI,upi-apps,2022,Jun,,,,en
1684,21,Equitas Small Finance Bank Apps,0.01,3.87,-,-,-,-,-,-,0.01,3.87,2025-01-07T04:18:09.913Z,2025-04-29T10:59:09.855Z,,,,UPI,upi-apps,2022,Jun,,,,en
1685,22,Fave,0.12,6.94,-,-,-,-,-,-,0.12,6.94,2025-01-07T04:18:09.913Z,2025-04-29T10:59:09.945Z,,,,UPI,upi-apps,2022,Jun,,,,en
1686,23,Federal Bank Apps,3.55,494.21,-,-,-,-,-,-,3.55,494.21,2025-01-07T04:18:09.913Z,2025-04-29T10:59:10.028Z,,,,UPI,upi-apps,2022,Jun,,,,en
1687,24,Fino Payments bank Apps,0.05,3.17,-,-,-,-,-,-,0.05,3.17,2025-01-07T04:18:09.913Z,2025-04-29T10:59:10.110Z,,,,UPI,upi-apps,2022,Jun,,,,en
1688,25,Finshell Pay,0.10,5.30,-,-,-,-,-,-,0.10,5.30,2025-01-07T04:18:09.913Z,2025-04-29T10:59:10.189Z,,,,UPI,upi-apps,2022,Jun,,,,en
1689,26,GoIbibo,0.01,3.87,-,-,-,-,-,-,0.01,3.87,2025-01-07T04:18:09.913Z,2025-04-29T10:59:10.274Z,,,,UPI,upi-apps,2022,Jun,,,,en
1690,27,Google Pay,2025.89,355137.20,-,-,-,-,-,-,2025.89,355137.20,2025-01-07T04:18:09.913Z,2025-04-29T10:59:10.353Z,,,,UPI,upi-apps,2022,Jun,,,,en
1691,28,Groww,0.72,416.73,-,-,-,-,-,-,0.72,416.73,2025-01-07T04:18:09.913Z,2025-04-29T10:59:10.434Z,,,,UPI,upi-apps,2022,Jun,,,,en
1692,29,HDFC Bank Apps,8.24,2066.22,-,-,-,-,-,-,8.24,2066.22,2025-01-07T04:18:09.913Z,2025-04-29T10:59:10.517Z,,,,UPI,upi-apps,2022,Jun,,,,en
1693,30,HSBC Bank Apps,0.11,61.38,-,-,-,-,-,-,0.11,61.39,2025-01-07T04:18:09.913Z,2025-04-29T10:59:10.599Z,,,,UPI,upi-apps,2022,Jun,,,,en
1694,31,ICICI Bank Apps,35.25,6931.44,4.11,3270.67,0.01,0.03,-,-,39.37,10202.14,2025-01-07T04:18:09.913Z,2025-04-29T10:59:10.681Z,,,,UPI,upi-apps,2022,Jun,,,,en
1695,32,IDBI Bank Apps,0.03,15.71,-,-,-,-,-,-,0.03,15.71,2025-01-07T04:18:09.913Z,2025-04-29T10:59:10.763Z,,,,UPI,upi-apps,2022,Jun,,,,en
1696,33,IDFC Bank Apps,7.03,663.65,-,-,-,-,-,-,7.03,663.65,2025-01-07T04:18:09.913Z,2025-04-29T10:59:10.844Z,,,,UPI,upi-apps,2022,Jun,,,,en
1697,34,India Post Payments Bank Apps,3.98,467.34,-,-,-,-,-,-,3.98,467.34,2025-01-07T04:18:09.914Z,2025-04-29T10:59:10.925Z,,,,UPI,upi-apps,2022,Jun,,,,en
1698,35,Indian Bank Apps,0.17,53.30,-,0.38,-,-,-,-,0.17,53.68,2025-01-07T04:18:09.914Z,2025-04-29T10:59:11.007Z,,,,UPI,upi-apps,2022,Jun,,,,en
1699,36,Indian Overseas Bank Apps,0.01,2.98,-,-,-,-,-,-,0.01,2.98,2025-01-07T04:18:09.914Z,2025-04-29T10:59:11.089Z,,,,UPI,upi-apps,2022,Jun,,,,en
1700,37,IndusInd Bank Apps,1.00,1645.13,-,-,-,-,-,-,1.00,1645.13,2025-01-07T04:18:09.914Z,2025-04-29T10:59:11.169Z,,,,UPI,upi-apps,2022,Jun,,,,en
1701,38,Janata Sahakari Bank Apps,0.01,4.47,-,-,-,-,-,-,0.01,4.47,2025-01-07T04:18:09.914Z,2025-04-29T10:59:11.249Z,,,,UPI,upi-apps,2022,Jun,,,,en
1702,39,Jio Payments Bank Apps,1.87,116.34,-,-,-,-,-,-,1.87,116.34,2025-01-07T04:18:09.914Z,2025-04-29T10:59:11.329Z,,,,UPI,upi-apps,2022,Jun,,,,en
1703,40,Jupiter,1.89,223.22,-,-,-,-,-,-,1.89,223.22,2025-01-07T04:18:09.914Z,2025-04-29T10:59:11.410Z,,,,UPI,upi-apps,2022,Jun,,,,en
1704,41,Jupiter Edge (LivQuick PPI),0.13,8.72,-,-,-,-,-,-,0.13,8.72,2025-01-07T04:18:09.914Z,2025-04-29T10:59:11.490Z,,,,UPI,upi-apps,2022,Jun,,,,en
1705,42,Karnataka Bank Apps,0.32,43.13,-,-,-,-,-,-,0.32,43.13,2025-01-07T04:18:09.914Z,2025-04-29T10:59:11.573Z,,,,UPI,upi-apps,2022,Jun,,,,en
1706,43,Karur Vysya Bank Apps,0.04,15.91,-,-,-,-,-,-,0.04,15.91,2025-01-07T04:18:09.914Z,2025-04-29T10:59:11.656Z,,,,UPI,upi-apps,2022,Jun,,,,en
1707,44,Kotak Mahindra Bank Apps,8.33,1758.64,0.01,3.64,-,-,-,-,8.33,1762.28,2025-01-07T04:18:09.914Z,2025-04-29T10:59:11.736Z,,,,UPI,upi-apps,2022,Jun,,,,en
1708,45,MakeMyTrip,0.11,51.45,-,-,-,-,-,-,0.11,51.45,2025-01-07T04:18:09.914Z,2025-04-29T10:59:11.818Z,,,,UPI,upi-apps,2022,Jun,,,,en
1709,46,MI Pay,0.17,29.61,-,-,-,-,-,-,0.17,29.61,2025-01-07T04:18:09.914Z,2025-04-29T10:59:11.900Z,,,,UPI,upi-apps,2022,Jun,,,,en
1710,47,Mobikwik,2.31,404.63,-,-,-,-,-,-,2.31,404.63,2025-01-07T04:18:09.914Z,2025-04-29T10:59:11.984Z,,,,UPI,upi-apps,2022,Jun,,,,en
1711,48,NSDL Payments Bank Apps,0.02,2.44,-,-,-,-,-,-,0.02,2.44,2025-01-07T04:18:09.914Z,2025-04-29T10:59:12.068Z,,,,UPI,upi-apps,2022,Jun,,,,en
1712,49,Paytm,778.87,89388.78,0.35,412.20,-,-,98.28,12318.93,877.50,102119.90,2025-01-07T04:18:09.914Z,2025-04-29T10:59:12.150Z,,,,UPI,upi-apps,2022,Jun,,,,en
1713,50,PhonePe,2732.59,501474.48,-,-,-,-,-,-,2732.59,501474.48,2025-01-07T04:18:09.914Z,2025-04-29T10:59:12.232Z,,,,UPI,upi-apps,2022,Jun,,,,en
1714,51,Punjab National Bank Apps,0.08,40.68,-,-,-,-,-,-,0.08,40.68,2025-01-07T04:18:09.914Z,2025-04-29T10:59:12.312Z,,,,UPI,upi-apps,2022,Jun,,,,en
1715,52,Punjab Sind Bank Apps,0.01,5.93,-,-,-,-,-,-,0.01,5.93,2025-01-07T04:18:09.914Z,2025-04-29T10:59:12.395Z,,,,UPI,upi-apps,2022,Jun,,,,en
1716,53,RBL Bank Apps,0.35,121.00,0.07,2.89,-,-,-,-,0.42,123.89,2025-01-07T04:18:09.914Z,2025-04-29T10:59:12.476Z,,,,UPI,upi-apps,2022,Jun,,,,en
1717,54,Samsung Pay,4.07,468.23,-,-,-,-,-,-,4.07,468.23,2025-01-07T04:18:09.914Z,2025-04-29T10:59:12.557Z,,,,UPI,upi-apps,2022,Jun,,,,en
1718,55,South Indian Bank Apps,0.14,46.66,-,-,-,-,-,-,0.14,46.66,2025-01-07T04:18:09.914Z,2025-04-29T10:59:12.640Z,,,,UPI,upi-apps,2022,Jun,,,,en
1719,56,Standard Chartered Bank Apps,0.13,69.13,-,-,-,-,-,-,0.13,69.13,2025-01-07T04:18:09.914Z,2025-04-29T10:59:12.838Z,,,,UPI,upi-apps,2022,Jun,,,,en
1720,57,State Bank of India Apps,3.83,1947.10,-,-,-,-,-,-,3.83,1947.10,2025-01-07T04:18:09.914Z,2025-04-29T10:59:12.928Z,,,,UPI,upi-apps,2022,Jun,,,,en
1721,58,Tamilnad Mercantile Bank Apps,0.03,4.02,-,-,-,-,-,-,0.03,4.02,2025-01-07T04:18:09.914Z,2025-04-29T10:59:13.009Z,,,,UPI,upi-apps,2022,Jun,,,,en
1722,59,TataNeu,0.12,19.41,-,-,-,-,-,-,0.12,19.41,2025-01-07T04:18:09.914Z,2025-04-29T10:59:13.090Z,,,,UPI,upi-apps,2022,Jun,,,,en
1723,60,TJSB Bank Apps,0.01,2.10,-,-,-,-,-,-,0.01,2.10,2025-01-07T04:18:09.914Z,2025-04-29T10:59:13.169Z,,,,UPI,upi-apps,2022,Jun,,,,en
1724,61,UCO Bank Apps,0.22,42.30,-,-,-,-,-,-,0.22,42.30,2025-01-07T04:18:09.914Z,2025-04-29T10:59:13.252Z,,,,UPI,upi-apps,2022,Jun,,,,en
1725,62,Ultracash,0.03,3.32,-,-,-,-,-,-,0.03,3.32,2025-01-07T04:18:09.914Z,2025-04-29T10:59:13.332Z,,,,UPI,upi-apps,2022,Jun,,,,en
1726,63,Union Bank Apps,0.45,199.80,-,-,-,-,-,-,0.45,199.80,2025-01-07T04:18:09.914Z,2025-04-29T10:59:13.412Z,,,,UPI,upi-apps,2022,Jun,,,,en
1727,64,Utkarsh Small Finance Bank Apps,0.01,3.47,-,-,-,-,-,-,0.01,3.47,2025-01-07T04:18:09.914Z,2025-04-29T10:59:13.492Z,,,,UPI,upi-apps,2022,Jun,,,,en
1728,65,WhatsApp,23.04,429.06,-,-,-,-,-,-,23.04,429.06,2025-01-07T04:18:09.914Z,2025-04-29T10:59:13.573Z,,,,UPI,upi-apps,2022,Jun,,,,en
1729,66,Yes Bank Apps,41.67,9889.56,2.35,1257.60,-,-,-,-,44.03,11147.17,2025-01-07T04:18:09.914Z,2025-04-29T10:59:13.654Z,,,,UPI,upi-apps,2022,Jun,,,,en
1730,67,YuvaPay,0.03,58.31,-,-,-,-,-,-,0.03,58.31,2025-01-07T04:18:09.914Z,2025-04-29T10:59:13.736Z,,,,UPI,upi-apps,2022,Jun,,,,en
1731,68,Others,0.02,6.34,-,-,-,-,-,-,0.02,6.34,2025-01-07T04:18:09.914Z,2025-04-29T10:59:13.817Z,,,,UPI,upi-apps,2022,Jun,,,,en
1732,1,Airtel Payments Bank Apps,7.40,555.09,-,-,-,-,-,0.16,7.41,555.26,2025-01-07T04:20:01.619Z,2025-04-29T10:59:13.898Z,,,,UPI,upi-apps,2022,Jul,,,,en
1733,2,Allahabad Bank Apps,0.03,6.95,-,-,-,-,-,-,0.03,6.95,2025-01-07T04:20:01.619Z,2025-04-29T10:59:13.980Z,,,,UPI,upi-apps,2022,Jul,,,,en
1734,3,Amazon Pay,68.77,6751.80,-,-,-,-,-,-,68.77,6751.80,2025-01-07T04:20:01.619Z,2025-04-29T10:59:14.059Z,,,,UPI,upi-apps,2022,Jul,,,,en
1735,4,AU Small Finance Bank Apps,0.42,131.49,-,-,-,-,-,-,0.42,131.49,2025-01-07T04:20:01.619Z,2025-04-29T10:59:14.139Z,,,,UPI,upi-apps,2022,Jul,,,,en
1736,5,Axis Bank Apps,7.35,1174.32,46.63,38.10,0.02,1.53,-,-,53.99,1213.95,2025-01-07T04:20:01.619Z,2025-04-29T10:59:14.219Z,,,,UPI,upi-apps,2022,Jul,,,,en
1737,6,Bajaj Finserv,1.95,128.52,-,-,-,-,-,-,1.95,128.52,2025-01-07T04:20:01.619Z,2025-04-29T10:59:14.299Z,,,,UPI,upi-apps,2022,Jul,,,,en
1738,7,Bajaj Markets,0.02,1.66,-,-,-,-,-,-,0.02,1.66,2025-01-07T04:20:01.619Z,2025-04-29T10:59:14.379Z,,,,UPI,upi-apps,2022,Jul,,,,en
1739,8,Bandhan Bank Apps,0.01,1.35,-,-,-,-,-,-,0.01,1.35,2025-01-07T04:20:01.619Z,2025-04-29T10:59:14.458Z,,,,UPI,upi-apps,2022,Jul,,,,en
1740,9,Bank of Baroda Apps,0.88,354.45,-,-,-,-,-,-,0.88,354.45,2025-01-07T04:20:01.619Z,2025-04-29T10:59:14.536Z,,,,UPI,upi-apps,2022,Jul,,,,en
1741,10,Bank of India Apps,0.15,46.44,-,-,-,-,-,-,0.15,46.44,2025-01-07T04:20:01.619Z,2025-04-29T10:59:14.614Z,,,,UPI,upi-apps,2022,Jul,,,,en
1742,11,Bank of Maharashtra Apps,0.06,16.47,-,-,-,-,-,-,0.06,16.47,2025-01-07T04:20:01.619Z,2025-04-29T10:59:14.702Z,,,,UPI,upi-apps,2022,Jul,,,,en
1743,12,BHIM,24.48,7823.95,-,-,-,-,-,-,24.48,7823.95,2025-01-07T04:20:01.619Z,2025-04-29T10:59:14.782Z,,,,UPI,upi-apps,2022,Jul,,,,en
1744,13,Canara Bank Apps,0.47,128.79,-,-,-,-,-,-,0.47,128.79,2025-01-07T04:20:01.619Z,2025-04-29T10:59:14.871Z,,,,UPI,upi-apps,2022,Jul,,,,en
1745,14,Central Bank of India Apps,0.22,58.37,-,-,-,-,-,-,0.22,58.37,2025-01-07T04:20:01.619Z,2025-04-29T10:59:14.963Z,,,,UPI,upi-apps,2022,Jul,,,,en
1746,15,Citi Bank Apps,0.11,63.66,-,-,-,-,-,-,0.11,63.66,2025-01-07T04:20:01.619Z,2025-04-29T10:59:15.044Z,,,,UPI,upi-apps,2022,Jul,,,,en
1747,16,City Union Bank Apps,0.03,10.19,-,-,-,-,-,-,0.03,10.19,2025-01-07T04:20:01.619Z,2025-04-29T10:59:15.131Z,,,,UPI,upi-apps,2022,Jul,,,,en
1748,17,Cointab,0.07,27.30,-,-,-,-,-,-,0.07,27.30,2025-01-07T04:20:01.619Z,2025-04-29T10:59:15.209Z,,,,UPI,upi-apps,2022,Jul,,,,en
1749,18,Cred,14.89,19716.43,-,-,-,-,-,-,14.89,19716.43,2025-01-07T04:20:01.619Z,2025-04-29T10:59:15.289Z,,,,UPI,upi-apps,2022,Jul,,,,en
1750,19,DBS Digibank Apps,0.47,179.27,-,-,-,-,-,-,0.47,179.27,2025-01-07T04:20:01.619Z,2025-04-29T10:59:15.369Z,,,,UPI,upi-apps,2022,Jul,,,,en
1751,20,Deutsche Bank Apps,1.87,116.00,-,-,-,0.01,-,-,1.87,116.01,2025-01-07T04:20:01.619Z,2025-04-29T10:59:15.449Z,,,,UPI,upi-apps,2022,Jul,,,,en
1752,21,Dhanlaxmi Bank Apps,0.01,2.86,-,-,-,-,-,-,0.01,2.86,2025-01-07T04:20:01.619Z,2025-04-29T10:59:15.528Z,,,,UPI,upi-apps,2022,Jul,,,,en
1753,22,Equitas Small Finance Bank Apps,0.01,4.89,-,-,-,-,-,-,0.01,4.89,2025-01-07T04:20:01.619Z,2025-04-29T10:59:15.608Z,,,,UPI,upi-apps,2022,Jul,,,,en
1754,23,Fave,0.16,11.06,-,-,-,-,-,-,0.16,11.06,2025-01-07T04:20:01.619Z,2025-04-29T10:59:15.688Z,,,,UPI,upi-apps,2022,Jul,,,,en
1755,24,Federal Bank Apps,3.85,539.55,-,-,-,-,-,-,3.85,539.55,2025-01-07T04:20:01.619Z,2025-04-29T10:59:15.767Z,,,,UPI,upi-apps,2022,Jul,,,,en
1756,25,Fino Payments Bank Apps,0.06,4.26,-,-,-,-,-,-,0.06,4.26,2025-01-07T04:20:01.619Z,2025-04-29T10:59:15.848Z,,,,UPI,upi-apps,2022,Jul,,,,en
1757,26,GoIbibo,0.01,5.10,-,-,-,-,-,-,0.01,5.10,2025-01-07T04:20:01.619Z,2025-04-29T10:59:15.930Z,,,,UPI,upi-apps,2022,Jul,,,,en
1758,27,Google Pay,2130.63,366669.09,-,-,-,-,-,-,2130.63,366669.09,2025-01-07T04:20:01.619Z,2025-04-29T10:59:16.011Z,,,,UPI,upi-apps,2022,Jul,,,,en
1759,28,Groww,0.49,290.31,-,-,-,-,-,-,0.49,290.31,2025-01-07T04:20:01.619Z,2025-04-29T10:59:16.089Z,,,,UPI,upi-apps,2022,Jul,,,,en
1760,29,HDFC Bank Apps,9.38,2341.28,-,-,-,-,-,-,9.38,2341.28,2025-01-07T04:20:01.619Z,2025-04-29T10:59:16.168Z,,,,UPI,upi-apps,2022,Jul,,,,en
1761,30,HSBC Bank Apps,0.11,68.43,-,0.04,-,-,-,-,0.11,68.47,2025-01-07T04:20:01.619Z,2025-04-29T10:59:16.253Z,,,,UPI,upi-apps,2022,Jul,,,,en
1762,31,ICICI Bank Apps,32.53,7745.19,0.46,32.24,4.36,3731.87,-,-,37.34,11509.29,2025-01-07T04:20:01.619Z,2025-04-29T10:59:16.338Z,,,,UPI,upi-apps,2022,Jul,,,,en
1763,32,IDBI Bank Apps,0.03,16.42,-,-,-,-,-,-,0.03,16.42,2025-01-07T04:20:01.619Z,2025-04-29T10:59:16.423Z,,,,UPI,upi-apps,2022,Jul,,,,en
1764,33,IDFC Bank Apps,8.28,645.34,-,-,-,-,-,-,8.28,645.34,2025-01-07T04:20:01.619Z,2025-04-29T10:59:16.503Z,,,,UPI,upi-apps,2022,Jul,,,,en
1765,34,India Post Payments Bank Apps,4.08,480.59,-,-,-,-,-,-,4.08,480.59,2025-01-07T04:20:01.619Z,2025-04-29T10:59:16.581Z,,,,UPI,upi-apps,2022,Jul,,,,en
1766,35,Indian Bank Apps,0.20,58.15,-,-,0.01,13.23,-,-,0.21,71.39,2025-01-07T04:20:01.619Z,2025-04-29T10:59:16.660Z,,,,UPI,upi-apps,2022,Jul,,,,en
1767,36,Indian Overseas Bank Apps,0.01,3.74,-,-,-,-,-,-,0.01,3.74,2025-01-07T04:20:01.619Z,2025-04-29T10:59:16.738Z,,,,UPI,upi-apps,2022,Jul,,,,en
1768,37,IndusInd Bank Apps,0.99,1652.26,-,-,-,-,-,-,0.99,1652.26,2025-01-07T04:20:01.619Z,2025-04-29T10:59:16.817Z,,,,UPI,upi-apps,2022,Jul,,,,en
1769,38,Janata Sahakari Bank Apps,0.01,4.15,-,-,-,-,-,-,0.01,4.15,2025-01-07T04:20:01.619Z,2025-04-29T10:59:16.896Z,,,,UPI,upi-apps,2022,Jul,,,,en
1770,39,Jio Payments Bank Apps,1.90,116.59,-,-,-,-,-,-,1.90,116.59,2025-01-07T04:20:01.619Z,2025-04-29T10:59:16.980Z,,,,UPI,upi-apps,2022,Jul,,,,en
1771,40,Jupiter,2.10,254.14,-,-,-,-,-,-,2.10,254.14,2025-01-07T04:20:01.619Z,2025-04-29T10:59:17.060Z,,,,UPI,upi-apps,2022,Jul,,,,en
1772,41,Karnataka Bank Apps,0.35,48.01,-,-,-,-,-,-,0.35,48.01,2025-01-07T04:20:01.619Z,2025-04-29T10:59:17.139Z,,,,UPI,upi-apps,2022,Jul,,,,en
1773,42,Karur Vysya Bank Apps,0.04,15.66,-,-,-,-,-,-,0.04,15.66,2025-01-07T04:20:01.619Z,2025-04-29T10:59:17.218Z,,,,UPI,upi-apps,2022,Jul,,,,en
1774,43,Kotak Mahindra Bank Apps,8.86,1815.87,-,-,-,0.46,-,-,8.86,1816.33,2025-01-07T04:20:01.619Z,2025-04-29T10:59:17.297Z,,,,UPI,upi-apps,2022,Jul,,,,en
1775,44,MakeMyTrip,0.13,58.19,-,-,-,-,-,-,0.13,58.19,2025-01-07T04:20:01.619Z,2025-04-29T10:59:17.377Z,,,,UPI,upi-apps,2022,Jul,,,,en
1776,45,MI Pay,0.16,26.98,-,-,-,-,-,-,0.16,26.98,2025-01-07T04:20:01.619Z,2025-04-29T10:59:17.460Z,,,,UPI,upi-apps,2022,Jul,,,,en
1777,46,Mobikwik,2.48,462.17,-,-,-,-,-,-,2.48,462.17,2025-01-07T04:20:01.619Z,2025-04-29T10:59:17.542Z,,,,UPI,upi-apps,2022,Jul,,,,en
1778,47,NSDL Payments Bank Apps,0.02,3.50,-,-,-,-,-,-,0.02,3.50,2025-01-07T04:20:01.619Z,2025-04-29T10:59:17.621Z,,,,UPI,upi-apps,2022,Jul,,,,en
1779,48,Paytm,828.63,94507.77,0.55,1.91,0.38,465.62,104.32,16174.36,933.88,111149.66,2025-01-07T04:20:01.619Z,2025-04-29T10:59:17.702Z,,,,UPI,upi-apps,2022,Jul,,,,en
1780,49,PhonePe,2993.83,524742.49,-,-,-,-,-,-,2993.83,524742.49,2025-01-07T04:20:01.619Z,2025-04-29T10:59:17.782Z,,,,UPI,upi-apps,2022,Jul,,,,en
1781,50,Punjab National Bank Apps,0.07,35.70,-,-,-,-,-,-,0.07,35.70,2025-01-07T04:20:01.619Z,2025-04-29T10:59:17.861Z,,,,UPI,upi-apps,2022,Jul,,,,en
1782,51,Punjab Sind Bank Apps,0.01,4.03,-,-,-,-,-,-,0.01,4.03,2025-01-07T04:20:01.619Z,2025-04-29T10:59:17.943Z,,,,UPI,upi-apps,2022,Jul,,,,en
1783,52,RBL Bank Apps,0.52,120.48,-,-,0.02,0.69,-,-,0.54,121.17,2025-01-07T04:20:01.619Z,2025-04-29T10:59:18.023Z,,,,UPI,upi-apps,2022,Jul,,,,en
1784,53,Samsung Pay,4.05,472.39,-,-,-,-,-,-,4.05,472.39,2025-01-07T04:20:01.619Z,2025-04-29T10:59:18.103Z,,,,UPI,upi-apps,2022,Jul,,,,en
1785,54,South Indian Bank Apps,0.15,46.97,-,-,-,-,-,-,0.15,46.97,2025-01-07T04:20:01.619Z,2025-04-29T10:59:18.184Z,,,,UPI,upi-apps,2022,Jul,,,,en
1786,55,Standard Chartered Bank Apps,0.14,74.11,-,-,-,-,-,-,0.14,74.11,2025-01-07T04:20:01.619Z,2025-04-29T10:59:18.262Z,,,,UPI,upi-apps,2022,Jul,,,,en
1787,56,State Bank of India Apps,4.15,2013.47,-,-,-,-,-,-,4.15,2013.47,2025-01-07T04:20:01.619Z,2025-04-29T10:59:18.343Z,,,,UPI,upi-apps,2022,Jul,,,,en
1788,57,Tamilnad Mercantile Bank Apps,0.05,6.78,-,-,-,-,-,-,0.05,6.78,2025-01-07T04:20:01.619Z,2025-04-29T10:59:18.424Z,,,,UPI,upi-apps,2022,Jul,,,,en
1789,58,TataNeu,0.11,17.26,-,-,-,-,-,-,0.11,17.26,2025-01-07T04:20:01.619Z,2025-04-29T10:59:18.504Z,,,,UPI,upi-apps,2022,Jul,,,,en
1790,59,TJSB Bank Apps,0.01,2.26,-,-,-,-,-,-,0.01,2.26,2025-01-07T04:20:01.619Z,2025-04-29T10:59:18.584Z,,,,UPI,upi-apps,2022,Jul,,,,en
1791,60,UCO Bank Apps,0.22,46.83,-,-,-,-,-,-,0.22,46.83,2025-01-07T04:20:01.619Z,2025-04-29T10:59:18.664Z,,,,UPI,upi-apps,2022,Jul,,,,en
1792,61,Ultracash,0.03,2.08,-,-,-,-,-,-,0.03,2.08,2025-01-07T04:20:01.619Z,2025-04-29T10:59:18.745Z,,,,UPI,upi-apps,2022,Jul,,,,en
1793,62,Union Bank Apps,0.49,208.03,-,-,-,-,-,-,0.49,208.03,2025-01-07T04:20:01.619Z,2025-04-29T10:59:18.829Z,,,,UPI,upi-apps,2022,Jul,,,,en
1794,63,Utkarsh Small Finance Bank Apps,0.02,4.55,-,-,-,-,-,-,0.02,4.55,2025-01-07T04:20:01.619Z,2025-04-29T10:59:18.910Z,,,,UPI,upi-apps,2022,Jul,,,,en
1795,64,WhatsApp,6.18,502.00,-,-,-,-,-,-,6.18,502.00,2025-01-07T04:20:01.619Z,2025-04-29T10:59:18.992Z,,,,UPI,upi-apps,2022,Jul,,,,en
1796,65,Yes Bank Apps,55.35,13868.41,-,-,5.45,1367.63,-,-,60.80,15236.04,2025-01-07T04:20:01.619Z,2025-04-29T10:59:19.074Z,,,,UPI,upi-apps,2022,Jul,,,,en
